index,thickness,intensity,digit
246,1.5705087,99.815445,0.0
247,2.4002879,129.11696,4.0
248,3.666222,229.0708,4.0
249,1.7351202,96.986755,2.0
250,2.596482,214.65643,4.0
251,3.2970045,205.23022,1.0
252,3.8681495,231.98817,9.0
253,3.4001677,245.14545,5.0
254,2.395963,199.289,7.0
255,2.360695,154.04462,7.0
256,2.083621,119.20741,2.0
257,2.2433383,98.93125,8.0
258,2.086771,122.791695,2.0
259,3.3675923,213.58595,6.0
260,1.6374018,90.06726,8.0
261,2.3209093,163.93378,5.0
262,1.7390395,107.002144,7.0
263,2.475526,162.5285,7.0
264,1.4359696,88.94977,9.0
265,4.5739517,252.7332,1.0
266,2.5580864,220.61426,8.0
267,2.245527,172.50708,1.0
268,2.9102125,228.73811,8.0
269,2.9250178,212.46947,0.0
270,3.9895349,248.22702,3.0
271,3.8592384,232.32495,0.0
272,2.5792716,118.97925,1.0
273,4.378156,248.20642,9.0
274,2.2131612,111.34888,9.0
275,1.9154717,147.59259,4.0
276,2.289251,160.78316,1.0
277,2.812851,149.4154,8.0
278,2.2779825,145.67706,2.0
279,2.9055815,215.315,1.0
280,2.0445406,98.32141,2.0
281,2.9835966,177.86594,9.0
282,3.0409465,198.1924,7.0
283,2.9144325,222.04988,5.0
284,2.2719274,154.48524,9.0
285,2.170375,120.02228,2.0
286,2.3921888,126.71088,6.0
287,1.7523656,96.89014,4.0
288,2.5294034,192.66023,1.0
289,1.7382963,116.4506,5.0
290,2.8287766,205.02672,8.0
291,2.8906543,175.91821,2.0
292,2.6451974,170.58798,9.0
293,2.0173457,138.11731,2.0
294,1.4023157,73.24778,0.0
295,4.1879945,250.67824,4.0
296,1.9571459,154.29266,0.0
297,2.1937366,141.51266,0.0
298,2.6270397,139.03851,2.0
299,3.2471776,236.9315,8.0
300,2.5310833,153.77965,4.0
301,2.5883894,166.64726,7.0
302,2.4549828,157.6865,1.0
303,1.4074669,113.83982,2.0
304,1.7522256,81.42742,4.0
305,2.4874098,131.26357,0.0
306,3.0715675,228.24756,2.0
307,3.9976525,246.83824,7.0
308,1.5299016,75.41405,4.0
309,2.0816727,119.36755,3.0
310,2.1514187,143.62161,3.0
311,2.4023798,144.6051,0.0
312,3.5481129,237.59853,0.0
313,1.8759058,108.18762,3.0
314,2.0855553,132.43011,1.0
315,1.6145006,88.979126,9.0
316,2.1030576,102.576035,6.0
317,2.8029675,210.04082,5.0
318,2.786076,178.48718,2.0
319,1.8007151,87.9243,5.0
320,3.3318238,221.95135,9.0
321,2.7504642,171.22188,2.0
322,3.055728,169.88962,9.0
323,2.740697,184.18698,3.0
324,2.6141477,164.7016,0.0
325,3.2414982,220.48062,4.0
326,3.2596927,238.14043,2.0
327,3.5103257,222.49457,0.0
328,2.607817,143.9408,7.0
329,2.7741318,194.42851,1.0
330,2.088839,121.65741,1.0
331,1.898196,95.807816,2.0
332,1.9506317,90.06913,1.0
333,3.1441302,206.14383,5.0
334,1.3082056,71.48551,3.0
335,2.4173167,149.40218,3.0
336,1.4609855,73.613785,9.0
337,2.52404,183.43353,7.0
338,3.2323596,218.84673,8.0
339,3.111466,238.62447,6.0
340,2.814489,172.72614,5.0
341,2.417461,161.47833,6.0
342,2.7395313,177.12024,1.0
343,2.5509858,164.24924,3.0
344,2.2563171,107.49196,8.0
345,2.3252368,166.8312,1.0
346,3.4471252,227.17282,0.0
347,1.6832631,95.66654,5.0
348,2.6417642,200.40115,1.0
349,3.0659497,222.12657,3.0
350,3.1753983,232.2308,1.0
351,2.9340076,197.19273,5.0
352,2.018929,116.10913,5.0
353,2.9671874,217.56912,6.0
354,2.10576,146.99239,1.0
355,1.8642496,102.71622,8.0
356,3.4240937,240.77333,5.0
357,2.596373,167.09528,1.0
358,3.3840709,218.68674,7.0
359,3.0496573,151.48756,9.0
360,3.418346,235.78279,4.0
361,2.4324305,173.23262,6.0
362,2.1212425,138.95389,2.0
363,2.8489203,213.79329,2.0
364,3.5672188,231.04095,5.0
365,2.83707,195.60204,0.0
366,2.9406664,208.00795,6.0
367,2.6865287,161.79242,5.0
368,2.2604501,178.33612,6.0
369,2.2746801,144.83609,3.0
370,1.6559794,95.5112,7.0
371,2.0400407,104.97896,2.0
372,1.7437482,84.979576,0.0
373,2.6659667,183.98154,8.0
374,1.9834887,102.03903,8.0
375,1.8861322,100.201035,5.0
376,1.5810158,81.56938,4.0
377,2.374472,135.58905,1.0
378,2.203782,101.725266,1.0
379,2.1513987,132.81674,4.0
380,2.066187,109.68887,0.0
381,2.0452733,138.47472,3.0
382,2.4861858,152.4318,3.0
383,3.5744803,242.4676,7.0
384,3.4618015,227.91458,6.0
385,2.1534922,135.16675,1.0
386,2.836918,193.05844,6.0
387,3.054313,223.09898,2.0
388,3.3975005,239.7421,1.0
389,2.7860563,175.36658,9.0
390,1.9209157,119.11113,2.0
391,3.0679605,227.54454,8.0
392,2.076559,118.69217,6.0
393,1.9998069,115.73056,1.0
394,1.6327949,94.00953,9.0
395,1.8236978,104.59216,5.0
396,2.5490556,176.42554,2.0
397,2.8095698,174.60172,5.0
398,2.4316525,190.21739,4.0
399,2.732707,181.72708,4.0
400,2.581118,172.96646,2.0
401,3.3147466,217.88234,8.0
402,2.1600604,148.58975,3.0
403,2.0048974,144.17564,8.0
404,3.0403612,224.15308,2.0
405,1.9488972,136.39801,4.0
406,1.8629833,126.21539,5.0
407,1.5541753,79.59771,0.0
408,1.8106848,94.4716,3.0
409,3.3609254,231.83356,1.0
410,1.5077757,92.088326,7.0
411,2.5066018,152.31409,7.0
412,2.7011082,172.73969,5.0
413,2.5423632,166.85025,7.0
414,3.3897033,228.14047,9.0
415,3.1250615,213.78036,7.0
416,2.0863008,116.522705,1.0
417,1.905031,106.39688,9.0
418,1.8375726,92.55167,2.0
419,2.381357,110.26193,1.0
420,2.3700595,146.72322,4.0
421,2.978291,190.54895,2.0
422,3.5469599,211.51315,9.0
423,2.5255353,180.24838,2.0
424,2.948158,177.09796,0.0
425,1.849359,96.22445,4.0
426,1.557858,99.4989,9.0
427,2.1946812,112.71724,1.0
428,4.8106027,252.6722,4.0
429,3.3203895,217.36597,8.0
430,2.9890685,197.84198,1.0
431,2.407825,143.62984,8.0
432,3.7869925,242.5551,4.0
433,2.0857768,98.63675,5.0
434,3.4524426,235.00902,9.0
435,2.440599,164.02332,8.0
436,1.9934489,125.493256,8.0
437,1.7499545,84.234085,3.0
438,1.5435581,80.882866,7.0
439,2.1445084,170.13718,6.0
440,1.8514572,104.18418,0.0
441,2.6283958,147.48727,0.0
442,2.5786822,128.46371,3.0
443,3.5511494,219.68349,0.0
444,2.0663366,144.56433,2.0
445,1.846624,151.37595,6.0
446,1.9850447,100.7854,6.0
447,2.162745,122.54686,4.0
448,3.0439315,203.40427,9.0
449,1.6632354,131.44824,3.0
450,2.6461778,170.72467,3.0
451,3.1268163,226.58847,3.0
452,2.3075702,109.490875,2.0
453,3.2752767,211.22992,3.0
454,2.2089086,142.9559,9.0
455,2.3756201,124.99385,1.0
456,2.5065815,113.56018,2.0
457,1.6393031,88.6271,6.0
458,2.9769044,194.15623,8.0
459,2.0522895,93.79538,0.0
460,3.1265612,233.29483,5.0
461,2.9726846,167.50067,6.0
462,2.8255332,178.09871,6.0
463,3.2396052,200.04443,6.0
464,2.243506,127.285164,3.0
465,1.8843446,104.102936,8.0
466,2.741963,150.35593,8.0
467,2.5434084,203.32965,2.0
468,2.193556,126.08284,7.0
469,1.9355943,98.46798,5.0
470,2.813716,215.06558,8.0
471,3.121945,192.97223,9.0
472,2.6243336,162.37733,6.0
473,2.4256845,154.50334,1.0
474,2.3989363,167.63773,8.0
475,1.8675029,108.6077,4.0
476,1.999488,123.977325,1.0
477,2.456967,112.1832,2.0
478,1.7534175,102.95955,5.0
479,1.8885931,112.09259,9.0
480,3.401434,212.91121,1.0
481,1.8621378,121.57953,9.0
482,1.9945562,113.98045,7.0
483,2.4729753,198.11037,5.0
484,1.6920034,107.416725,4.0
485,1.4443295,95.165764,0.0
486,2.316791,150.47748,8.0
487,2.607493,126.85961,9.0
488,2.8530192,206.8711,9.0
489,2.3840113,141.2804,1.0
490,3.0518987,216.74713,0.0
491,3.0281978,218.33469,5.0
492,2.6393254,133.83282,2.0
493,1.4371897,80.0811,3.0
494,1.8848202,129.44507,7.0
495,3.082543,208.80455,8.0
496,2.4512777,164.27365,9.0
497,1.3701043,79.462135,4.0
498,2.7584717,210.14873,0.0
499,2.8808954,212.19688,6.0
500,2.151309,124.06328,3.0
501,3.3100073,204.07701,9.0
502,1.6333628,93.10405,5.0
503,1.9147277,130.10245,2.0
504,2.206942,141.44373,1.0
505,3.218402,220.83969,3.0
506,2.5351906,146.99536,1.0
507,2.3719268,163.66238,3.0
508,2.449987,129.4125,6.0
509,2.0332396,138.13213,5.0
510,2.300864,154.61917,7.0
511,1.7322614,110.49306,4.0
512,1.6402223,93.47202,2.0
513,3.1021264,196.00522,2.0
514,2.181738,114.61182,6.0
515,2.597462,179.0495,3.0
516,1.9014248,94.260765,2.0
517,2.1491184,165.30309,6.0
518,3.3954203,206.48537,5.0
519,2.2127595,105.48334,4.0
520,2.6949363,178.03241,8.0
521,2.9042528,216.07883,9.0
522,2.460948,116.45517,7.0
523,2.813733,163.58896,1.0
524,2.5035849,208.64616,3.0
525,1.3230802,69.75969,0.0
526,2.2012606,139.15533,3.0
527,2.9555097,170.36285,8.0
528,1.0073516,73.23634,3.0
529,2.7292182,208.29834,1.0
530,1.7515413,95.089096,9.0
531,2.688682,212.54869,3.0
532,2.7031846,197.98196,4.0
533,2.8592415,200.46918,4.0
534,3.5224185,244.94156,6.0
535,1.2903184,76.7989,4.0
536,2.3779025,164.22281,2.0
537,3.12459,214.5191,1.0
538,1.7010307,101.33243,8.0
539,2.7342157,182.76906,2.0
540,2.6131802,150.51306,5.0
541,2.4934616,143.67447,4.0
542,1.7298267,104.341774,8.0
543,2.987234,194.3245,8.0
544,1.4791113,81.664185,4.0
545,2.6713896,151.39966,0.0
546,3.4115143,211.39212,0.0
547,4.1750627,251.13062,2.0
548,3.4643693,222.78876,3.0
549,1.9311225,104.45716,2.0
550,3.7679474,250.16339,7.0
551,2.170177,135.82407,7.0
552,1.6089627,80.25726,0.0
553,2.098222,107.10205,8.0
554,2.1770778,97.542435,7.0
555,1.5647262,100.353745,4.0
556,2.774046,173.46011,4.0
557,1.9587561,135.38467,7.0
558,3.4407895,238.05684,9.0
559,2.5077188,152.78061,6.0
560,1.1732237,89.822365,9.0
561,2.7291408,146.73189,0.0
562,2.5380988,179.09392,9.0
563,2.545739,140.04369,8.0
564,3.8233795,243.51904,0.0
565,3.077527,226.27368,4.0
566,2.5417802,183.63168,6.0
567,1.2278342,75.834015,0.0
568,2.9725323,221.18205,6.0
569,2.4954846,138.14377,3.0
570,3.0412571,210.20538,5.0
571,2.5204804,138.33473,4.0
572,2.3394828,149.21527,8.0
573,3.8147175,243.07553,3.0
574,1.9179862,126.09141,3.0
575,2.018475,122.199936,9.0
576,2.9791908,194.10352,3.0
577,2.8141594,199.79053,3.0
578,2.2062066,139.59903,3.0
579,1.8565625,84.44763,7.0
580,2.4974666,168.1304,8.0
581,1.8792437,127.8744,0.0
582,2.9870026,200.1298,8.0
583,1.8934834,96.17238,2.0
584,2.38668,165.59404,1.0
585,1.7057725,98.11966,7.0
586,1.1077583,70.53088,0.0
587,2.8662748,196.49269,6.0
588,2.1868892,112.67286,5.0
589,2.7751873,156.21295,4.0
590,1.1790986,80.98457,3.0
591,2.9344504,195.64377,8.0
592,3.3024912,233.78693,0.0
593,2.6669545,118.13446,9.0
594,1.981948,117.43315,6.0
595,2.611614,150.16106,3.0
596,1.9389638,116.80342,8.0
597,1.3671772,90.55331,0.0
598,2.2114644,140.5159,9.0
599,2.977294,211.36652,9.0
600,2.7244508,145.90111,6.0
601,2.3116076,144.47461,8.0
602,2.1777234,129.06015,6.0
603,2.6538882,187.21722,8.0
604,1.9498651,112.92868,5.0
605,2.6409557,145.32886,7.0
606,2.6949062,183.00145,8.0
607,1.926786,121.36192,6.0
608,2.253798,140.17859,0.0
609,3.505169,229.76636,2.0
610,1.8767322,103.95375,4.0
611,2.198637,154.9035,0.0
612,3.697948,233.6873,2.0
613,2.607047,141.36583,2.0
614,2.7874706,192.79034,3.0
615,2.2674584,138.3769,1.0
616,3.5046675,230.77502,9.0
617,3.328034,227.89206,7.0
618,2.7163627,174.85242,5.0
619,2.252126,165.55411,1.0
620,2.2113488,145.83084,0.0
621,2.9936206,183.02173,8.0
622,2.163267,115.46661,4.0
623,2.7476535,179.49638,6.0
624,1.5860035,88.739655,2.0
625,2.192925,129.76616,6.0
626,1.421149,78.553635,7.0
627,2.5520442,168.31396,9.0
628,1.7077268,102.43266,3.0
629,2.6444097,190.1431,2.0
630,2.14559,100.622925,9.0
631,2.5797195,179.7489,8.0
632,2.2944329,200.94554,2.0
633,2.8195796,193.71515,2.0
634,2.5719042,186.21152,9.0
635,1.9591191,103.611755,2.0
636,3.3676093,227.83327,7.0
637,3.016274,201.27113,3.0
638,2.3481123,165.12097,5.0
639,2.771153,152.98593,9.0
640,2.0991595,86.30677,1.0
641,2.0296788,138.30637,8.0
642,2.0204701,114.74088,0.0
643,2.267257,147.71269,2.0
644,2.3206196,163.39363,0.0
645,2.2971275,105.57585,5.0
646,3.2208648,198.11046,2.0
647,1.556935,88.5429,1.0
648,3.3860507,217.04779,3.0
649,2.4981496,177.38182,7.0
650,2.5695953,161.35152,6.0
651,2.19059,99.9715,7.0
652,3.2091641,230.6727,1.0
653,1.9295913,80.493484,2.0
654,1.75646,134.53589,5.0
655,2.3910828,189.2467,8.0
656,2.6975427,191.86261,0.0
657,1.8009843,115.943115,3.0
658,3.4590223,221.65872,7.0
659,2.420419,183.5787,2.0
660,2.8113189,177.46248,4.0
661,2.1393101,149.36795,0.0
662,3.275324,221.61653,9.0
663,3.011653,213.37216,1.0
664,2.083859,127.711586,8.0
665,2.7296677,156.3768,6.0
666,3.2680302,228.35066,7.0
667,1.9407319,119.59317,7.0
668,2.0392923,159.50995,4.0
669,1.7831738,93.75375,3.0
670,3.9014823,242.5526,4.0
671,2.0902991,140.10738,9.0
672,1.6989249,115.89945,1.0
673,2.171309,128.13504,9.0
674,2.3923924,138.11407,5.0
675,2.3400083,147.86223,1.0
676,2.2825236,111.77162,7.0
677,2.8957558,204.44478,3.0
678,2.8179917,171.13515,9.0
679,2.7330062,152.6963,7.0
680,2.9906783,173.43637,6.0
681,2.2642229,100.85001,9.0
682,2.378778,113.91295,1.0
683,3.430934,205.45518,3.0
684,2.2894635,141.24948,7.0
685,2.414014,187.06906,8.0
686,2.5304875,169.96735,3.0
687,2.6099546,179.74896,3.0
688,3.8261352,240.8042,6.0
689,2.4025025,168.56909,7.0
690,1.2431136,87.507126,2.0
691,2.396648,189.28766,8.0
692,2.4511163,128.41866,5.0
693,2.7627463,204.471,8.0
694,3.340751,242.15224,5.0
695,2.8565607,214.65009,1.0
696,2.0904384,117.39517,1.0
697,2.1801238,120.99103,4.0
698,1.6758302,83.14655,4.0
699,3.4446874,212.77417,3.0
700,2.6584985,165.23872,1.0
701,3.252469,186.57709,0.0
702,2.347917,140.07196,7.0
703,2.436295,160.4466,7.0
704,2.0849512,128.44415,0.0
705,3.3648112,227.71909,7.0
706,1.4782069,93.53441,9.0
707,2.2456937,118.11719,4.0
708,2.4764903,138.34647,4.0
709,2.6071901,166.5887,8.0
710,3.4785695,232.56819,5.0
711,2.0658402,84.264885,5.0
712,1.6561015,115.608246,4.0
713,2.2689686,104.42943,0.0
714,3.178782,225.7607,8.0
715,3.2554126,206.98624,2.0
716,3.4480295,225.3266,1.0
717,2.3547516,126.62516,0.0
718,2.5842712,194.95868,8.0
719,2.494588,171.2939,4.0
720,1.6319675,91.249176,5.0
721,2.1569324,154.37909,0.0
722,2.5539975,199.31995,4.0
723,3.347036,239.06868,0.0
724,2.6901631,171.0432,6.0
725,5.4481115,254.66566,1.0
726,1.8526031,101.92,7.0
727,2.8655417,207.97255,3.0
728,2.5059018,126.93559,2.0
729,4.08188,243.96864,6.0
730,1.8716457,96.797585,7.0
731,2.4671388,173.22916,2.0
732,3.7454517,239.17848,6.0
733,1.7403215,91.6774,9.0
734,2.2599156,163.50285,3.0
735,1.7871385,102.21379,1.0
736,2.1996875,140.226,4.0
737,2.720206,162.87521,6.0
738,3.0903058,227.2435,2.0
739,4.073458,248.09216,5.0
740,1.7507563,102.94173,4.0
741,3.812257,245.24484,2.0
742,2.8571076,232.11868,0.0
743,2.481693,211.28966,6.0
744,1.196213,77.26831,2.0
745,2.098187,111.48045,1.0
746,3.343495,228.0273,7.0
747,2.294158,129.06087,3.0
748,1.6480187,84.80928,4.0
749,1.6150031,88.09729,1.0
750,2.597547,204.25383,0.0
751,2.1208959,118.06335,5.0
752,1.4397181,80.67963,4.0
753,2.1522148,116.17691,3.0
754,2.4119234,131.95337,1.0
755,1.8985409,134.08533,1.0
756,3.0778966,194.58868,7.0
757,3.3366418,238.49397,4.0
758,1.333574,78.42505,9.0
759,2.123674,121.24074,9.0
760,2.9525228,207.23164,4.0
761,3.1451135,211.7525,8.0
762,1.8316028,139.97354,4.0
763,2.0028648,141.49274,0.0
764,3.6252465,237.68034,2.0
765,2.6851134,204.43219,4.0
766,1.9860883,115.13438,5.0
767,1.6779158,91.51277,1.0
768,2.030801,127.977585,1.0
769,3.514245,247.3734,6.0
770,2.39537,160.84177,4.0
771,3.708117,233.591,7.0
772,3.2991161,218.71785,1.0
773,2.1757236,130.12793,9.0
774,1.7702166,95.19165,4.0
775,2.4961228,173.31473,2.0
776,2.7749202,173.47537,4.0
777,3.4412608,239.59648,1.0
778,1.9654002,95.45508,5.0
779,1.883686,98.61824,5.0
780,2.3603768,170.85287,3.0
781,2.9259918,168.21057,8.0
782,2.9514544,228.8432,3.0
783,1.7556951,92.21853,1.0
784,2.3257663,114.67501,4.0
785,2.2551246,126.45111,5.0
786,2.366917,193.22084,6.0
787,2.0991724,162.62341,8.0
788,3.125918,211.92453,9.0
789,3.0695431,221.59602,4.0
790,2.409638,129.72768,1.0
791,2.7958436,198.46892,5.0
792,2.2327247,118.94395,3.0
793,2.8003972,211.65852,8.0
794,1.6913928,94.9229,0.0
795,2.7688735,213.38657,3.0
796,2.495044,143.43512,2.0
797,2.225243,124.55516,5.0
798,1.801503,90.72995,1.0
799,3.0733821,195.39464,2.0
800,1.5629826,126.943665,8.0
801,2.5375454,161.87564,3.0
802,2.6606612,220.39613,4.0
803,2.7143369,187.19415,4.0
804,2.7397046,195.80257,0.0
805,2.13977,137.24602,8.0
806,3.688435,221.83185,8.0
807,1.6770613,97.8974,3.0
808,2.9954762,228.06377,3.0
809,3.1557853,205.45657,1.0
810,2.3339596,151.99075,7.0
811,1.873076,102.73883,3.0
812,3.5490742,246.62889,5.0
813,2.536501,122.37503,9.0
814,1.7315612,99.64517,6.0
815,4.079708,248.71107,3.0
816,1.9297782,112.72111,2.0
817,2.0910442,142.32791,6.0
818,2.4441204,126.46924,1.0
819,2.397367,133.69444,3.0
820,3.484077,216.92528,6.0
821,2.257127,167.65738,0.0
822,2.8833752,212.5076,7.0
823,3.0176136,183.62427,2.0
824,2.0322368,83.42569,1.0
825,1.7936308,106.10354,7.0
826,1.8699281,123.85335,1.0
827,2.6775181,206.8682,4.0
828,1.6676817,90.22045,2.0
829,2.3976061,128.25735,4.0
830,2.516984,179.83266,2.0
831,2.6944351,160.77606,1.0
832,2.5372987,154.6149,7.0
