index,thickness,intensity,digit
83,2.038443,107.24074,6.0
84,3.1217248,226.73926,7.0
85,2.884584,193.04025,8.0
86,2.3957138,167.52954,3.0
87,2.177917,173.35745,9.0
88,2.5205426,124.42909,0.0
89,1.574332,89.42608,4.0
90,2.2040415,144.50684,6.0
91,3.5231357,229.38864,7.0
92,1.817919,85.97331,4.0
93,1.891211,106.56055,6.0
94,2.7867532,197.43312,8.0
95,2.2460093,153.70947,0.0
96,2.6711454,169.3746,7.0
97,2.7843804,201.13962,8.0
98,2.8116553,210.03613,3.0
99,2.3172014,132.86682,1.0
100,2.9531946,177.79814,5.0
101,2.0174665,96.72226,7.0
102,1.9036158,123.50645,1.0
103,2.3772779,155.50903,7.0
104,2.692295,202.48383,1.0
105,3.175895,220.72163,1.0
106,2.3256183,144.92947,6.0
107,1.9619907,110.67587,3.0
108,3.02046,215.44083,0.0
109,1.8095294,103.582794,2.0
110,1.9180241,109.50825,9.0
111,2.5208797,170.41858,3.0
112,2.2660086,131.51346,1.0
113,2.2011914,102.529434,1.0
114,2.6535017,191.98083,0.0
115,2.998871,210.61961,4.0
116,1.8111544,101.55226,9.0
117,2.7102256,193.77794,2.0
118,2.742947,212.6628,0.0
119,2.429217,145.59589,0.0
120,1.8717077,114.046936,2.0
121,1.8933492,96.68954,0.0
122,2.8097389,173.61322,2.0
123,1.8486203,100.129974,7.0
124,3.0656507,187.03165,1.0
125,2.6003878,179.61151,8.0
126,2.3702626,180.05981,6.0
127,2.1732838,154.57117,4.0
128,2.757894,186.4176,1.0
129,2.1055155,103.640114,6.0
130,2.7435334,201.05145,3.0
131,1.94382,109.75694,4.0
132,3.371511,205.89894,5.0
133,2.7540705,186.38945,9.0
134,2.3158615,175.66815,1.0
135,3.4002106,231.55545,3.0
136,2.1845071,107.916504,3.0
137,2.3900352,154.3284,8.0
138,2.2273374,149.56549,5.0
139,2.2024179,142.11823,4.0
140,1.964205,119.90393,7.0
141,1.5845209,100.135254,7.0
142,1.6302824,96.108765,4.0
143,1.8475907,135.9527,2.0
144,2.175873,107.861664,8.0
145,2.0246792,114.09227,5.0
146,2.4024277,133.69736,8.0
147,3.3129997,212.5323,6.0
148,2.6906037,160.82214,7.0
149,2.9530644,182.07234,3.0
150,2.1786873,148.48273,4.0
151,3.7738252,237.08505,6.0
152,2.0668964,93.29646,1.0
153,3.2135015,208.12556,9.0
154,2.2813642,168.41348,9.0
155,1.8085289,98.8647,6.0
156,1.8356411,132.22375,0.0
157,2.4934225,176.56631,3.0
158,1.5957563,102.134766,7.0
159,3.2120583,234.75438,2.0
160,2.3053057,134.8827,8.0
161,2.2993608,141.6088,2.0
162,2.0606918,101.74153,9.0
163,3.1542728,210.29263,4.0
164,2.8929014,200.56879,4.0
165,2.1444888,103.14154,6.0
166,1.6892699,94.423996,4.0
167,2.3366818,146.10263,9.0
168,1.8886993,117.14906,7.0
169,2.148141,151.24202,0.0
170,3.5941863,240.47305,9.0
171,2.4312222,129.4945,2.0
172,2.8137255,198.35095,9.0
173,2.4017425,174.42947,5.0
174,3.137686,228.67496,1.0
175,2.1486444,140.50378,5.0
176,3.0430155,187.36473,9.0
177,2.7039466,154.34521,1.0
178,2.1988463,150.04263,2.0
179,2.4514692,146.99069,3.0
180,1.9910661,75.96876,2.0
181,2.1510303,131.03587,3.0
182,1.7715603,105.01311,5.0
183,2.2573571,119.41008,9.0
184,3.465645,222.81998,1.0
185,1.7668104,86.80355,7.0
186,2.1150327,145.2147,6.0
187,2.4194381,146.4555,2.0
188,2.5850039,159.45726,8.0
189,4.0190496,249.23085,2.0
190,2.5990384,192.58069,2.0
191,2.7684276,178.97177,5.0
192,2.5410504,112.31404,0.0
193,4.0012574,251.8279,7.0
194,2.7172327,149.60378,4.0
195,2.3698792,127.55321,9.0
196,3.3067167,223.52837,7.0
197,2.7326894,157.17339,8.0
198,1.9441845,86.79289,3.0
199,3.5858731,237.86,2.0
200,2.2294335,133.66727,1.0
201,2.2479002,157.22992,1.0
202,2.7806716,183.72307,8.0
203,2.0869138,115.69838,3.0
204,1.8914725,115.11403,6.0
205,1.7327787,106.54605,1.0
206,3.1877003,239.05348,0.0
207,2.5960197,171.68811,3.0
208,2.1867065,156.96709,1.0
209,2.309402,151.90796,0.0
210,3.749921,241.66281,0.0
211,1.4653838,92.61307,1.0
212,2.997066,163.33926,7.0
213,2.2361336,170.2136,2.0
214,3.0698879,205.14174,7.0
215,2.2967002,116.8333,3.0
216,2.545259,182.18738,0.0
217,2.6862352,186.95174,4.0
218,2.6633663,146.87674,6.0
219,2.6605964,164.12474,5.0
220,2.2511191,131.12366,2.0
221,2.2713172,119.04642,6.0
222,2.1240656,113.77203,4.0
223,2.4261808,100.939865,7.0
224,3.6179028,232.92613,1.0
225,1.7077088,96.060974,8.0
226,3.0127387,216.61157,9.0
227,2.705923,197.09225,9.0
228,2.3372464,134.1416,3.0
229,2.0332565,127.12032,0.0
230,1.5453674,85.471176,7.0
231,2.567415,158.07867,1.0
232,3.0203056,200.45876,0.0
233,1.8051182,132.08173,2.0
234,2.7756987,206.29123,0.0
235,2.9407523,200.04488,3.0
236,2.4514153,157.1229,5.0
237,3.6473148,247.76349,4.0
238,1.7915477,97.17039,6.0
239,2.3714864,149.8223,5.0
240,3.1176488,201.73859,8.0
241,3.123436,200.39555,6.0
242,1.6861726,91.04691,3.0
243,2.2599823,132.4677,7.0
244,1.9390619,86.035736,5.0
245,2.8759835,174.29582,8.0
246,3.6328807,216.44568,0.0
247,2.0957808,127.78295,9.0
248,2.242413,150.50882,1.0
249,2.9812381,224.22044,0.0
250,3.0658064,209.13841,3.0
251,2.7918715,131.95874,1.0
252,2.3393364,124.692055,2.0
253,1.860371,97.84021,2.0
254,2.380017,101.84246,3.0
255,2.087358,141.74539,3.0
256,2.7453923,172.21182,6.0
257,2.375072,147.2706,4.0
258,2.5588036,170.40326,7.0
259,2.202587,160.92941,5.0
260,2.1401303,122.58716,0.0
261,1.3810905,83.18575,6.0
262,2.3112497,178.5672,2.0
263,2.415849,160.0753,7.0
264,2.9972022,200.8993,9.0
265,2.3252547,163.26273,8.0
266,2.427165,118.58134,5.0
267,3.1080346,185.36278,9.0
268,1.0822718,84.782,2.0
269,1.7714244,73.815796,1.0
270,1.8269502,98.93576,1.0
271,2.7516022,166.13043,4.0
272,3.948951,243.09589,4.0
273,2.4050918,168.33395,5.0
274,2.5685835,170.40193,6.0
275,2.9925845,231.88107,4.0
276,4.8433776,252.58122,1.0
277,1.8561971,100.79463,2.0
278,3.3794742,229.60495,5.0
279,2.3571706,149.5303,3.0
280,2.3983998,180.44373,9.0
281,2.3701873,178.02864,3.0
282,2.402186,162.95857,9.0
283,2.6769357,216.20265,0.0
284,2.8034453,172.3272,5.0
285,2.7403612,197.58022,9.0
286,2.2135184,121.47357,6.0
287,4.6049514,253.54922,5.0
288,1.5432289,92.07358,7.0
289,4.6364713,253.7104,4.0
290,1.5944006,95.77104,1.0
291,1.7183336,113.82195,3.0
292,2.4661543,156.94618,4.0
293,2.7948337,180.10852,0.0
294,2.238663,136.69902,4.0
295,2.529517,192.07619,8.0
296,2.627987,179.41718,0.0
297,2.4385736,163.9992,4.0
298,2.1364574,129.64284,3.0
299,2.3683245,181.53958,6.0
300,2.4433937,175.24915,8.0
301,3.0282364,192.65549,7.0
302,2.4944968,148.74866,6.0
303,2.3824515,206.68065,0.0
304,2.1804368,117.91652,9.0
305,1.8688872,149.91446,7.0
306,2.2202497,121.60306,5.0
307,2.4188776,177.57112,7.0
308,2.6896152,176.3486,2.0
309,1.9623557,134.27466,1.0
310,2.416869,117.06896,1.0
311,1.9167337,132.51035,6.0
312,2.1951163,119.29405,8.0
313,2.7385366,156.63062,9.0
314,3.0020237,207.2959,4.0
315,1.7807555,103.46982,1.0
316,2.1234217,143.57689,5.0
317,3.3821287,239.9522,2.0
318,3.033719,219.53452,2.0
319,2.466441,185.44487,9.0
320,2.3988829,137.06552,0.0
321,3.683252,228.38322,3.0
322,2.9419777,198.75214,9.0
323,2.4942508,190.97377,6.0
324,3.1580656,223.38725,7.0
325,2.0272927,107.01094,2.0
326,3.1957371,194.32364,0.0
327,1.8688986,112.3788,3.0
328,1.608665,95.219955,5.0
329,2.0323644,105.55711,4.0
330,2.3075256,197.05347,3.0
331,1.6807011,112.01999,6.0
332,2.7946072,190.82951,5.0
333,2.6173074,135.58163,8.0
334,2.550226,146.0669,9.0
335,2.4604669,108.24432,5.0
336,2.5117126,150.10165,4.0
337,2.8996136,164.56503,7.0
338,3.5781808,230.13338,4.0
339,2.9268813,173.38344,2.0
340,2.4381897,111.61606,7.0
341,2.6729078,194.65155,3.0
342,2.3394532,149.29984,4.0
343,1.9382938,93.727066,8.0
344,2.4385474,153.27191,9.0
345,1.822583,102.58388,1.0
346,2.1061614,148.53699,9.0
347,2.3966098,117.61502,2.0
348,3.0594068,217.44394,8.0
349,1.703695,93.41424,7.0
350,2.5848162,167.9648,9.0
351,2.553454,191.20921,1.0
352,2.267482,155.74068,8.0
353,2.1133823,121.69664,7.0
354,2.0821347,115.64751,4.0
355,1.4007413,77.152084,1.0
356,3.5810564,235.77724,3.0
357,2.6607795,201.6923,1.0
358,2.7832546,142.89018,1.0
359,1.7558203,77.94184,0.0
360,2.5414376,189.17253,2.0
361,1.9769499,103.60336,3.0
362,2.863484,181.00775,9.0
363,1.33295,74.094284,4.0
364,2.5855987,146.7229,9.0
365,2.336653,134.05737,2.0
366,2.2385755,98.05687,1.0
367,2.6093364,192.80551,6.0
368,2.2766209,158.36545,8.0
369,2.0468903,134.81274,4.0
370,2.8077967,196.09879,7.0
371,2.2896006,91.69763,7.0
372,2.8869772,184.88274,4.0
373,2.8184018,181.20616,4.0
374,2.2277646,124.701065,9.0
375,2.5241292,200.82133,2.0
376,2.9708426,184.70721,5.0
377,2.81702,186.9096,7.0
378,3.1619294,228.88673,2.0
379,2.5561087,166.05936,4.0
380,3.7025619,238.73993,4.0
381,2.8127894,210.28352,2.0
382,2.7378058,197.28088,1.0
383,1.5317982,112.16347,9.0
384,3.7867858,241.23792,7.0
385,2.0168347,150.1103,2.0
386,1.9893372,100.0656,8.0
387,2.8728929,197.25792,7.0
388,2.3475158,122.189575,6.0
389,2.4950914,141.71777,9.0
390,2.9863534,168.37546,2.0
391,3.5081282,231.86604,2.0
392,2.9194946,194.64288,3.0
393,2.474628,146.96236,8.0
394,1.9860361,114.39698,1.0
395,2.9847624,197.3358,6.0
396,2.2202082,143.93347,5.0
397,2.7360482,183.71606,1.0
398,3.6727128,225.16293,1.0
399,1.57469,113.18775,0.0
400,1.5051612,93.24169,2.0
401,2.8756685,158.9065,6.0
402,2.8601313,181.7102,4.0
403,2.2794273,144.68835,5.0
404,2.566009,136.04608,8.0
405,2.8403225,165.95677,3.0
406,2.0092597,94.75372,1.0
407,1.7696377,94.22211,5.0
408,1.5566053,76.14615,1.0
409,3.628842,243.149,9.0
410,2.1659908,105.54135,2.0
411,2.4384604,197.17438,7.0
412,2.400844,171.07388,4.0
413,3.3316224,233.42458,4.0
414,1.6150016,125.458664,4.0
415,2.0598395,104.49156,8.0
416,2.2597208,110.30119,1.0
417,2.6006627,134.71484,5.0
418,1.3036226,79.70383,8.0
419,2.3390045,138.98305,9.0
420,3.0117044,225.33022,5.0
421,3.5371385,236.7111,6.0
422,2.9244468,200.65916,7.0
423,4.826827,250.16412,9.0
424,3.1681895,237.36368,9.0
425,2.5322344,182.24652,3.0
426,2.0382266,127.625946,7.0
427,2.9732308,179.35968,0.0
428,2.12395,153.23096,9.0
429,1.8257127,94.506195,0.0
430,2.3652377,146.43457,6.0
431,1.7266113,98.92827,6.0
432,3.6368983,241.11758,2.0
433,2.3876557,124.44173,3.0
434,3.2207758,208.71141,9.0
435,2.1452134,156.07202,0.0
436,2.5472593,158.76257,7.0
437,3.0261629,216.56682,5.0
438,2.2268097,153.35281,4.0
439,2.7395089,160.12305,8.0
440,2.2853215,129.0879,0.0
441,2.4857285,209.61479,9.0
442,1.500284,102.29466,4.0
443,1.6513451,90.19331,1.0
444,2.258608,153.72928,2.0
445,2.0134063,120.028336,8.0
446,2.7242794,165.78978,7.0
447,2.0626445,123.739044,1.0
448,2.3388827,101.07659,2.0
449,2.8234599,183.50928,6.0
450,2.1950033,136.10728,1.0
451,2.781391,185.01993,0.0
452,3.3383687,217.61327,3.0
453,2.2402759,142.17004,0.0
454,2.125662,124.73131,1.0
455,1.2389628,80.19208,1.0
456,3.057429,224.39084,8.0
457,3.7797153,246.9406,2.0
458,3.3243134,233.58669,0.0
459,1.4700507,107.59807,3.0
460,3.5090537,239.15991,9.0
461,2.9446502,201.03119,4.0
462,1.9272864,105.41936,0.0
463,2.537601,177.25351,5.0
464,1.8900557,107.676834,0.0
465,2.6467838,157.55899,6.0
466,3.0580862,190.1107,1.0
467,2.3823247,158.59198,7.0
468,2.0746052,134.1673,7.0
469,2.6068816,179.8624,8.0
470,2.6528525,176.06902,1.0
471,2.6608531,179.58646,9.0
472,2.2150307,124.672745,2.0
473,2.7887173,166.68018,0.0
474,2.8365664,195.79373,5.0
475,2.2628446,192.91037,1.0
476,2.5081542,148.24518,2.0
477,3.4272122,233.17682,2.0
478,4.0583873,248.7723,7.0
479,2.4317875,174.00531,3.0
480,2.3504558,119.719284,5.0
481,4.347214,249.42705,4.0
482,2.101739,87.506,9.0
483,1.6248506,83.91831,7.0
484,2.1350684,91.28305,1.0
485,2.5828605,183.3151,8.0
486,3.1192133,179.21591,3.0
487,2.340505,139.51546,9.0
488,2.370597,145.40073,6.0
489,2.2960157,160.26318,0.0
490,2.7874355,181.4609,3.0
491,2.5298223,171.80988,1.0
492,2.0040052,137.64633,1.0
493,2.5816755,156.53209,2.0
494,4.1188188,244.40096,6.0
495,2.0840032,129.78618,3.0
496,1.9274529,126.39882,5.0
497,2.7834592,166.79408,7.0
498,2.205091,115.14853,6.0
499,2.79328,193.31363,8.0
500,4.574744,253.44543,3.0
501,2.6709154,168.03902,9.0
502,1.7861015,116.78837,5.0
503,2.7588124,215.78772,8.0
504,3.9197135,242.88757,5.0
505,2.4031425,163.17451,7.0
506,2.3840528,151.80719,6.0
507,2.0362706,112.057236,1.0
508,3.0036902,217.12308,1.0
509,2.906706,207.7416,3.0
510,2.2818618,153.91306,1.0
511,1.7087854,94.178024,7.0
512,1.8866016,116.8244,5.0
513,3.6156254,234.09195,5.0
514,1.656297,105.92481,5.0
515,2.6031902,186.22313,2.0
516,1.7831137,120.0002,5.0
517,2.2821646,158.61624,8.0
518,1.4117124,83.02036,7.0
519,1.8251342,104.31031,0.0
520,1.5900836,99.2843,9.0
521,2.4550834,156.4778,7.0
522,1.882158,81.4412,7.0
523,3.0828712,223.01656,5.0
524,2.9743972,215.97017,0.0
525,2.3952014,188.50543,9.0
526,1.9531682,104.782135,0.0
527,1.6577257,86.711136,0.0
528,3.2675905,215.1934,8.0
529,1.5189642,76.530174,9.0
530,2.5974736,191.1525,2.0
531,3.5686688,233.03697,4.0
532,1.9054302,90.69387,8.0
533,2.2824023,179.24748,1.0
534,1.9740345,108.05266,6.0
535,2.0404282,121.191086,1.0
536,2.032641,124.52424,6.0
537,2.9557097,201.63548,5.0
538,2.540649,164.25464,1.0
539,2.755656,184.15244,8.0
540,2.8006597,202.69969,3.0
541,2.779341,132.54074,4.0
542,3.242566,227.92833,0.0
543,1.8685029,126.31793,5.0
544,1.9968004,94.880196,5.0
545,1.891176,109.235306,8.0
546,2.789157,158.25784,3.0
547,1.2219751,72.25708,6.0
548,2.0536966,96.32019,2.0
549,2.4328687,151.24329,3.0
550,2.171327,132.87209,9.0
551,3.3330789,202.87573,2.0
552,2.3813431,174.93254,1.0
553,1.6498451,122.26716,1.0
554,4.4910526,249.3798,5.0
555,1.813862,93.64457,2.0
556,2.2887132,118.49674,1.0
557,2.022224,115.937256,3.0
558,2.330676,97.13235,2.0
559,2.760983,214.41939,8.0
560,2.3294902,126.913895,7.0
561,1.8948697,133.46735,3.0
562,2.635445,163.1163,7.0
563,2.4232452,169.67484,2.0
564,3.7253087,236.16335,4.0
565,2.130452,144.91287,6.0
566,2.8980942,161.93823,9.0
567,2.1140103,156.6888,7.0
568,1.6064088,113.2896,2.0
569,3.5127668,237.13312,4.0
570,3.6022403,240.69948,2.0
571,1.3672948,82.33035,8.0
572,1.3942184,91.621414,1.0
573,2.411131,149.73563,1.0
574,2.5502534,168.54431,3.0
575,3.237794,216.16963,8.0
576,2.7939713,150.76724,4.0
577,1.8038275,108.00202,0.0
578,3.5818071,233.41676,6.0
579,2.2964857,110.397964,5.0
580,3.5321038,233.76656,9.0
581,2.3029976,162.52693,3.0
582,2.4034305,139.0892,0.0
583,2.0159817,112.652306,9.0
584,3.0985374,188.30899,2.0
585,3.8556123,232.46223,4.0
586,2.4251306,146.88008,7.0
587,2.771613,173.18953,1.0
588,2.3422568,139.54367,2.0
589,3.1130626,193.63318,9.0
590,2.1766427,119.59131,4.0
591,3.0124567,217.56674,2.0
592,1.922208,105.71663,6.0
593,3.1786456,160.5578,1.0
594,2.1055133,114.54909,8.0
595,3.0504436,190.05179,9.0
596,1.7160294,97.28001,0.0
597,2.982148,223.28268,6.0
598,2.5510185,153.32927,6.0
599,2.4440136,193.13885,7.0
600,2.757023,161.1091,9.0
601,2.215854,172.36472,9.0
602,3.7110684,244.25423,8.0
603,2.81341,211.26889,0.0
604,1.6505985,92.67328,1.0
605,2.669704,163.02579,4.0
606,1.7776356,89.21709,4.0
607,1.1228849,74.393555,6.0
608,2.020191,112.42005,7.0
609,1.9131628,101.35914,1.0
610,2.2766361,120.92065,5.0
611,2.0312157,91.177536,7.0
612,3.1488538,227.2215,0.0
613,1.785073,101.475235,3.0
614,3.0082908,226.71893,5.0
615,4.229842,246.15791,8.0
616,1.1935008,76.65009,4.0
617,2.3908813,117.8078,7.0
618,2.7507756,146.1382,1.0
619,2.6251886,154.42896,2.0
620,3.0171273,190.61865,5.0
621,3.560815,223.78204,9.0
622,4.1365423,248.96863,5.0
623,3.4108598,241.57732,6.0
624,2.0770493,138.2161,7.0
625,3.2574964,229.75574,5.0
626,2.5016515,131.09387,9.0
627,2.1830277,120.91934,8.0
628,2.721107,198.70108,8.0
629,3.0882082,205.63165,3.0
630,2.7002473,186.25479,6.0
631,3.4288788,225.16478,9.0
632,2.3709426,133.43448,7.0
633,3.0364962,182.80539,0.0
634,2.0593417,125.99246,7.0
635,2.1623178,132.82672,5.0
636,1.9643266,103.31926,7.0
637,3.11826,216.65274,1.0
638,1.5457389,123.14357,1.0
639,3.2157583,232.05804,0.0
640,2.04471,129.19069,7.0
641,3.0766294,210.58853,9.0
642,3.644216,245.44528,2.0
643,1.741979,109.47645,3.0
644,2.1064572,120.50969,7.0
645,2.0906155,132.98894,3.0
646,1.8935807,110.247826,2.0
647,1.8333068,101.14226,4.0
648,2.10799,92.136215,1.0
649,3.296534,209.63017,6.0
650,2.044846,123.73001,2.0
651,2.4984617,171.00409,7.0
652,2.4360423,136.70871,5.0
653,2.1197038,145.73715,5.0
654,1.732446,123.97241,7.0
655,3.4476922,212.8116,4.0
656,2.5997844,166.07443,0.0
657,2.706173,179.79779,2.0
658,1.5685318,100.11865,6.0
659,3.523993,237.89467,3.0
660,2.4910855,162.09048,6.0
661,2.8272197,226.99359,4.0
662,1.9359584,101.38815,0.0
663,2.5377395,137.64375,4.0
664,2.0168145,126.62116,2.0
665,2.2930913,111.34796,6.0
666,2.5534515,137.37158,0.0
667,3.7720075,234.10535,0.0
668,1.7794108,81.019615,0.0
669,1.8871007,110.73969,0.0
670,4.2408605,251.3238,3.0
671,3.4602604,236.79108,1.0
672,1.9635772,122.40167,6.0
673,2.892558,147.55005,2.0
674,1.9554366,106.05934,2.0
675,2.6874526,160.76016,3.0
676,2.0219166,113.39242,1.0
677,2.721484,182.36295,4.0
678,2.2437587,155.90701,1.0
679,3.5818393,242.06717,5.0
680,3.5239723,235.31992,4.0
681,2.6669812,201.13861,6.0
682,3.8836956,240.11531,4.0
683,2.1843145,108.73184,7.0
684,3.7677548,243.22607,2.0
685,3.444713,236.64253,8.0
686,3.9546502,247.24968,7.0
687,2.8458807,186.13217,9.0
688,2.6145232,139.8698,2.0
689,2.884754,227.72276,0.0
690,1.7388937,100.11972,5.0
691,2.1147668,135.84338,1.0
692,1.7777612,99.781876,4.0
693,1.8759437,138.75739,2.0
694,1.6202499,102.05766,8.0
695,3.0569177,192.10509,3.0
696,2.1199327,138.99057,2.0
697,2.3340335,153.30795,4.0
698,2.0445423,124.97855,1.0
699,3.1240427,180.24715,5.0
700,2.0942705,116.90535,4.0
701,2.972162,195.31966,6.0
702,2.548277,167.95148,0.0
703,2.56941,160.85594,7.0
704,3.7506843,244.08589,9.0
705,2.5921752,168.44022,8.0
706,3.0136857,172.8508,4.0
707,2.6298244,163.10709,9.0
708,2.8640947,201.60184,8.0
709,2.098127,135.15689,0.0
710,1.7021765,94.448044,1.0
711,2.5603113,173.81241,1.0
712,2.7138348,181.60754,0.0
713,1.8453449,107.80308,2.0
714,2.0007682,97.57565,2.0
715,4.4302764,251.95242,3.0
716,2.1710937,190.26236,2.0
717,1.77621,92.64238,4.0
718,3.170857,201.36992,4.0
719,3.066951,206.66794,5.0
720,2.2960181,144.76807,8.0
721,2.6957047,144.63919,6.0
722,1.5016668,91.882095,5.0
723,1.567169,90.13006,7.0
724,2.3827062,161.27444,7.0
725,2.706944,163.21965,8.0
726,2.4997702,161.73172,8.0
727,2.8026006,194.48373,9.0
728,1.705091,96.49691,7.0
729,2.4234767,127.521996,4.0
730,2.9443467,198.12187,7.0
731,2.5429707,155.09938,3.0
732,1.4661734,80.48762,2.0
733,2.903757,223.35999,0.0
734,2.1212,135.06473,8.0
735,1.5570067,91.5105,6.0
736,2.3619952,142.75629,8.0
737,2.4932547,191.0835,6.0
738,3.1107945,184.06403,1.0
739,3.5258002,228.97713,6.0
740,3.7284884,239.24355,8.0
741,2.080007,98.164406,9.0
742,2.7106862,162.5703,4.0
743,2.9802146,194.62369,0.0
744,2.2775445,117.540634,9.0
745,1.9687078,118.437,0.0
746,1.6185496,99.97925,4.0
747,2.6680827,141.90773,1.0
748,1.9429176,120.852776,5.0
749,2.8240962,170.80005,4.0
750,2.1168332,110.36063,7.0
751,3.5312204,237.37082,5.0
752,2.1488316,142.5091,3.0
753,3.7000206,247.51953,7.0
754,2.8723598,188.68433,4.0
755,2.4146876,119.16524,9.0
756,1.7679951,145.62662,8.0
757,1.7455977,113.9568,5.0
758,2.110443,105.43126,8.0
759,2.2649467,153.85083,6.0
760,2.73367,139.24963,3.0
761,1.8449644,106.376465,8.0
762,2.7848039,187.00412,6.0
763,2.337438,118.95842,9.0
764,2.4100003,170.00415,9.0
765,2.096231,87.40694,1.0
766,3.3314362,220.68025,8.0
767,2.8304095,185.03317,3.0
768,1.8809437,106.06177,5.0
769,2.9921827,202.66212,8.0
770,1.439723,80.29943,6.0
771,2.0311134,103.756516,5.0
772,2.8721604,206.45357,9.0
773,2.2076907,128.2771,7.0
774,1.7781986,108.36794,2.0
775,2.314219,146.33597,5.0
776,2.699904,192.65207,0.0
777,3.0910478,188.67665,8.0
778,2.1232915,101.38745,5.0
779,2.0535173,155.24356,1.0
780,2.1385093,150.15216,1.0
781,2.8093798,144.09215,0.0
782,2.8155487,200.9158,9.0
783,3.328113,225.31384,1.0
784,2.2681034,133.6076,8.0
785,1.826186,86.5759,6.0
786,2.0126743,116.60159,7.0
787,2.4191089,148.40944,0.0
788,2.691298,196.45811,9.0
789,1.5334927,103.564285,3.0
790,2.886779,199.5246,0.0
791,3.469313,236.0591,8.0
792,2.8024895,181.10971,8.0
793,2.2704754,140.88086,9.0
794,2.3096495,162.55696,6.0
795,1.7910678,112.59192,7.0
796,2.9496367,189.0988,8.0
797,2.840297,206.13994,4.0
798,2.4407272,166.20494,7.0
799,2.2023096,134.46776,5.0
800,2.055026,122.04176,9.0
801,2.2094002,105.97066,2.0
802,2.8155808,135.98569,6.0
803,2.1597726,120.02104,7.0
804,3.8928275,241.30254,4.0
805,3.0105429,213.79419,5.0
806,2.6245415,140.36803,9.0
807,2.6246736,191.08565,2.0
808,4.4276166,253.63005,3.0
809,1.6969504,94.05836,1.0
810,2.8008168,171.20923,6.0
811,3.0372124,198.13316,3.0
812,2.3505507,158.62956,9.0
813,1.9608474,100.6698,2.0
814,2.3657393,147.5838,2.0
815,2.9376264,202.34769,5.0
816,2.1738925,94.41286,6.0
817,2.949894,215.21744,8.0
818,2.1305475,156.26242,0.0
819,2.4962578,152.04582,7.0
820,2.5386164,136.22873,7.0
821,1.9592502,87.63393,1.0
822,2.3129356,162.8391,9.0
823,3.1407819,224.5362,8.0
824,2.7779965,148.48108,7.0
825,3.6218967,234.99268,0.0
826,2.0190659,164.45259,9.0
827,2.0422359,133.95374,9.0
828,1.442714,78.958534,4.0
829,3.4806466,212.1388,6.0
830,2.7623012,185.6697,2.0
831,3.020165,200.73392,8.0
